#,station-id,range,az,el
2023-04-21 21:26:21.602017,78403501,2530007.880040787,,
2023-04-21 21:26:44.054704,78403501,2527106.2132728905,,
2023-04-21 21:27:15.800293,78403501,2535207.213467155,,
2023-04-21 21:27:47.146864,78403501,2557087.524792822,,
2023-04-21 21:28:05.932558,78403501,2576664.25620368,,
2023-04-21 21:29:25.418492,78113802,2602911.968790369,,
2023-04-21 21:29:53.218367,78113802,2584089.7581856265,,
2023-04-21 21:30:09.218323,78113802,2578046.7422285206,,
2023-04-21 21:33:55.418477,18889801,1848768.7760088888,,
2023-04-21 21:34:14.542296,18889801,1882242.1616662005,,
2023-04-21 21:34:53.239650,18889801,1969808.5572120056,,
2023-04-21 21:36:23.941384,18889801,2261037.720957259,,
2023-04-21 23:29:20.476893,78418701,2292143.38700275,,
2023-04-21 23:29:42.464751,78418701,2270996.3642819454,,
2023-04-21 23:30:12.885682,78418701,2254404.942933936,,
2023-04-21 23:30:36.449646,78418701,2251853.207863366,,
2023-04-21 23:29:19.120736,88341001,2608711.5523722013,,
2023-04-21 23:29:31.273630,88341001,2593023.5563458563,,
2023-04-21 23:30:55.414796,88341001,2539426.7890157886,,
2023-04-21 23:31:15.564527,88341001,2541288.7028396702,,
2023-04-21 23:31:31.298104,88341001,2546722.226639416,,
2023-04-21 23:31:18.529014,18889801,1482708.8227412433,,
2023-04-22 01:27:54.032716,88341001,1895666.1494828148,,
2023-04-22 01:28:06.155695,88341001,1854692.1777731772,,
2023-04-22 01:29:08.140569,88341001,1682386.030386849,,
2023-04-22 01:29:50.074701,88341001,1608102.328673448,,
2023-04-22 01:30:11.918250,88341001,1585092.5901839365,,
2023-04-22 01:30:57.706065,88341001,1574293.2207318374,,
2023-04-22 01:31:10.424696,88341001,1580426.7198987205,,
2023-04-22 01:31:46.010963,88341001,1618171.0451460795,,
2023-04-22 01:32:11.678413,88341001,1663256.7825395665,,
2023-04-22 01:32:47.124866,88341001,1747705.144954791,,
2023-04-22 01:33:16.970676,88341001,1836348.5796818861,,
2023-04-22 01:33:44.936796,88341001,1931850.966355356,,
2023-04-22 01:34:04.092417,88341001,2003286.046728275,,
2023-04-22 01:27:47.126812,78272201,1919885.7313152086,,
2023-04-22 01:28:17.470134,78272201,1818374.1911421416,,
2023-04-22 01:28:52.523474,78272201,1719307.1747105026,,
2023-04-22 01:29:22.082034,78272201,1653479.7013220491,,
2023-04-22 01:29:55.218690,78272201,1601652.488354987,,
2023-04-22 01:30:29.875510,78272201,1574714.1034108216,,
2023-04-22 01:30:31.282506,78272201,1574234.8360007457,,
2023-04-22 01:31:01.721516,78272201,1575790.867832324,,
2023-04-22 01:31:55.376898,78272201,1632957.208797986,,
2023-04-22 01:32:18.034188,78272201,1676585.1521512866,,
2023-04-22 01:32:55.501820,78272201,1771086.2137276963,,
2023-04-22 01:33:13.490180,78272201,1825276.666807672,,
2023-04-22 01:33:44.233876,78272201,1929333.2655233731,,
2023-04-22 01:34:13.312608,78272201,2039250.635761377,,
2023-04-22 01:34:41.700384,78272201,2155613.32484799,,
2023-04-22 01:28:25.312025,78113802,1636048.6275533151,,
2023-04-22 01:28:40.511736,78113802,1594917.0504516198,,
2023-04-22 01:29:24.211141,78113802,1504071.2388483097,,
2023-04-22 01:29:35.611055,78113802,1487738.4668910531,,
2023-04-22 01:30:12.710862,78113802,1457689.7533325814,,
2023-04-22 01:30:53.210933,78113802,1466799.798429596,,
2023-04-22 01:31:09.010977,78113802,1482156.3373189422,,
2023-04-22 01:31:41.811338,78113802,1534043.0569903702,,
2023-04-22 01:32:09.111768,78113802,1596180.847892857,,
2023-04-22 01:33:22.513357,78113802,1832820.0684693684,,
2023-04-22 01:33:41.313847,78113802,1906419.300381353,,
2023-04-22 01:34:11.414714,78113802,2032720.2358131872,,
2023-04-22 01:34:43.915642,78113802,2178858.65329197,,
2023-04-22 01:35:15.116609,78113802,2326866.0508527653,,
2023-04-22 03:22:23.099811,78418701,2804680.9210513104,,
2023-04-22 03:22:55.322485,78418701,2680726.613332914,,
2023-04-22 03:23:15.239005,78418701,2608829.891697591,,
2023-04-22 03:23:45.900319,78418701,2506095.2419156865,,
2023-04-22 03:24:13.090771,78418701,2423969.9958404857,,
2023-04-22 03:24:45.706699,78418701,2337962.4306888543,,
2023-04-22 03:25:16.766745,78418701,2270128.8004338997,,
2023-04-22 03:25:44.102431,78418701,2222849.7950582416,,
2023-04-22 03:26:15.635669,78418701,2183816.347701548,,
2023-04-22 03:26:43.380037,78418701,2163908.28761476,,
2023-04-22 03:27:15.955999,78418701,2158313.92740974,,
2023-04-22 03:27:43.581569,78418701,2168720.863887534,,
2023-04-22 03:28:13.933751,78418701,2195929.5988222957,,
2023-04-22 03:28:44.143037,78418701,2238797.506087631,,
2023-04-22 03:29:14.260421,78418701,2296297.9150828086,,
2023-04-22 03:29:46.805437,78418701,2373705.202083112,,
2023-04-22 03:30:14.396449,78418701,2450619.1287296815,,
2023-04-22 03:30:31.849807,78418701,2504144.4862457355,,
2023-04-22 03:25:26.893288,88341001,2315065.6790301874,,
2023-04-22 03:25:34.835624,88341001,2293471.7297601947,,
2023-04-22 03:28:52.036967,88341001,2092788.7954646607,,
2023-04-22 03:29:09.229795,88341001,2109095.3559677294,,
2023-04-22 03:29:48.536177,88341001,2166166.3752232376,,
2023-04-22 03:30:15.652978,88341001,2220650.2317342446,,
2023-04-22 03:30:33.249156,88341001,2262116.199741933,,
2023-04-22 03:26:28.439494,78272201,2172023.213318595,,
2023-04-22 03:26:34.704420,78272201,2160795.958185589,,
2023-04-22 03:27:09.723084,78272201,2110460.5565590262,,
2023-04-22 03:27:43.572900,78272201,2082811.416010727,,
2023-04-22 03:28:06.264856,78272201,2076291.394127952,,
2023-04-22 12:40:10.210571,18900901,1689708.41860297,,
2023-04-22 12:40:54.325238,18900901,1712229.536457508,,
2023-04-22 12:41:13.212615,18900901,1734988.0113931585,,
2023-04-22 16:20:23.275702,78393402,2433945.385122187,,
2023-04-22 16:20:46.345804,78393402,2329478.6905599325,,
2023-04-22 16:21:12.610546,78393402,2215840.9969482073,,
2023-04-22 16:21:51.070318,78393402,2061614.8996536536,,
2023-04-22 16:22:14.144156,78393402,1977345.4730137696,,
2023-04-22 16:22:46.056560,78393402,1872962.4082558067,,
2023-04-22 16:23:12.823558,78393402,1797975.3534136445,,
2023-04-22 16:23:43.496394,78393402,1728252.7688045774,,
2023-04-22 16:24:07.429620,78393402,1687233.0854904251,,
2023-04-22 16:25:49.169844,78393402,1660896.8233553132,,
2023-04-22 16:26:18.234994,78393402,1698333.1521741624,,
2023-04-22 16:26:43.385410,78393402,1745627.7695418634,,
2023-04-22 16:27:12.804386,78393402,1816941.5294531905,,
2023-04-22 16:27:45.615036,78393402,1914478.0063053318,,
2023-04-22 16:28:12.800558,78393402,2007722.3194605694,,
2023-04-22 16:28:48.848080,78393402,2145967.0382832186,,
2023-04-22 16:29:12.791044,78393402,2245567.734006372,,
2023-04-22 16:29:41.424984,78393402,2371505.5882440866,,
2023-04-22 16:30:14.747916,78393402,2525921.437675969,,
2023-04-22 16:30:35.245172,78393402,2624439.9713643095,,
2023-04-22 18:21:17.581760,78393402,2067892.6917786004,,
2023-04-22 18:21:47.383964,78393402,2008658.9187663624,,
2023-04-22 18:22:13.597202,78393402,1969206.6689905508,,
2023-04-22 18:22:45.275596,78393402,1938416.7978747794,,
2023-04-22 18:23:16.959520,78393402,1926931.4253327374,,
2023-04-22 18:23:42.092552,78393402,1931801.053459335,,
2023-04-22 18:24:14.102612,78393402,1955736.4422344882,,
2023-04-22 18:24:46.042698,78393402,1998702.3206258246,,
2023-04-22 18:25:11.983218,78393402,2046782.4798242326,,
2023-04-22 18:25:45.693644,78393402,2125452.194813825,,
2023-04-22 18:26:11.064912,78393402,2195594.5955902073,,
2023-04-22 18:26:43.975700,78393402,2298956.675161507,,
2023-04-22 18:27:11.973152,78393402,2396578.434873553,,
2023-04-22 18:21:28.166442,88341001,1875553.1799019175,,
2023-04-22 18:21:59.035297,88341001,1809384.3127554443,,
2023-04-22 18:22:06.734372,88341001,1795667.9674836847,,
2023-04-22 18:22:42.783544,88341001,1747377.4560590927,,
2023-04-22 18:23:13.792583,88341001,1727972.184798843,,
2023-04-22 18:23:45.984099,88341001,1730289.1732311286,,
2023-04-22 18:24:16.844526,88341001,1753897.2565451376,,
2023-04-22 18:24:53.012310,88341001,1807020.9375860284,,
2023-04-22 18:25:18.024182,88341001,1858648.4351132128,,
2023-04-22 18:25:42.773388,88341001,1920607.9722682012,,
2023-04-22 18:26:05.444050,88341001,1985964.6665702343,,
2023-04-22 18:26:45.007653,88341001,2117253.193514314,,
2023-04-22 18:27:15.064146,88341001,2229523.9084656737,,
2023-04-22 18:28:55.153216,88341001,2660956.059802318,,
2023-04-22 18:29:01.122152,88341001,2688833.358000363,,
2023-04-22 18:22:28.653524,18889801,2700597.5264360243,,
2023-04-22 18:22:48.775445,18889801,2601293.8491912573,,
2023-04-22 18:23:06.236903,18889801,2516779.1133254166,,
2023-04-22 18:24:05.480636,18889801,2244197.1485429443,,
2023-04-22 18:26:59.094393,18889801,1663701.2310042968,,
2023-04-22 18:27:43.714658,18889801,1599646.9271761,,
2023-04-22 18:37:52.257020,18900901,2224122.8670288557,,
2023-04-22 18:38:13.974129,18900901,2145534.7269161507,,
2023-04-22 18:39:24.403544,18900901,1932176.5935783205,,
2023-04-22 18:39:36.374362,18900901,1903325.6495212775,,
2023-04-22 18:40:44.979645,18900901,1788345.1268807447,,
2023-04-22 18:41:11.805215,18900901,1769061.984022761,,
2023-04-22 18:41:36.772817,18900901,1764940.9547519595,,
2023-04-22 18:42:21.953151,18900901,1791510.4035553006,,
2023-04-22 18:42:54.010467,18900901,1836011.6885067937,,
2023-04-22 18:43:03.750548,18900901,1853507.7913068659,,
2023-04-22 18:43:39.081352,18900901,1931374.0860427269,,
2023-04-22 18:44:16.939755,18900901,2037439.1189983361,,
2023-04-22 18:44:39.417100,18900901,2110069.6850537388,,
2023-04-22 20:21:54.738022,18889801,2811912.5243165446,,
2023-04-22 20:22:26.234582,18889801,2669326.573866014,,
2023-04-22 20:22:45.464233,18889801,2585270.7689888603,,
2023-04-22 20:23:23.717037,18889801,2426016.166456045,,
2023-04-22 20:23:42.387316,18889801,2352696.0123924864,,
2023-04-22 20:24:15.056130,18889801,2232538.85721009,,
2023-04-22 20:24:42.960088,18889801,2139283.4800642934,,
2023-04-22 20:25:14.943153,18889801,2044709.817298641,,
2023-04-22 20:36:58.242541,18900901,1936777.156624797,,
2023-04-22 20:37:04.462643,18900901,1916958.182265243,,
2023-04-22 20:37:48.633034,18900901,1794416.5186436889,,
2023-04-22 20:38:12.281693,18900901,1743470.394661415,,
2023-04-22 20:39:50.216985,18900901,1662685.6186980659,,
2023-04-22 20:40:18.015177,18900901,1680747.3355816563,,
2023-04-22 20:41:47.863836,18900901,1854235.7708870897,,
2023-04-22 22:22:18.019650,78113802,2779598.4912561313,,
2023-04-22 22:22:46.319145,78113802,2703873.8477359856,,
2023-04-22 22:23:15.518670,78113802,2634796.4109503743,,
2023-04-22 22:23:48.818276,78113802,2568239.490947304,,
2023-04-22 22:24:16.317951,78113802,2523835.5976229897,,
2023-04-22 22:24:43.317719,78113802,2490098.3674714207,,
2023-04-22 22:25:14.117523,78113802,2464079.438651026,,
2023-04-22 22:25:44.417451,78113802,2451855.979026039,,
2023-04-22 22:26:16.017477,78113802,2453464.2955616703,,
2023-04-22 22:26:45.117602,78113802,2467889.8106853575,,
2023-04-22 22:27:13.317749,78113802,2493501.0277587213,,
2023-04-22 22:27:47.518038,78113802,2539392.895979449,,
2023-04-22 22:28:05.118257,78113802,2569078.1552520874,,
2023-04-22 22:23:27.201055,18889801,2120370.6919650454,,
2023-04-22 22:23:45.977885,18889801,2047450.9814801663,,
2023-04-22 22:24:24.843560,18889801,1909924.2954237764,,
2023-04-22 22:24:43.986722,18889801,1849851.3448620667,,
2023-04-22 22:25:11.527837,18889801,1773710.9079397037,,
2023-04-22 22:25:34.237395,18889801,1721101.1345779295,,
2023-04-23 00:25:24.699934,78393402,2108969.99325453,,
2023-04-23 00:25:43.369848,78393402,2081247.3179632737,,
2023-04-23 00:26:13.164636,78393402,2049417.5930233249,,
2023-04-23 00:26:44.766226,78393402,2033030.3098034305,,
2023-04-23 00:27:14.195536,78393402,2034245.997450385,,
2023-04-23 00:27:45.928462,78393402,2053337.4551092705,,
2023-04-23 00:28:13.316668,78393402,2084273.6090555459,,
2023-04-23 00:28:44.497308,78393402,2135009.58931729,,
2023-04-23 00:29:17.956784,78393402,2206533.907861908,,
2023-04-23 00:29:41.415784,78393402,2266337.9442889993,,
2023-04-23 00:30:17.014980,78393402,2370729.6270308564,,
2023-04-23 00:30:45.802314,78393402,2465856.864964395,,
2023-04-23 00:31:17.201670,78393402,2579137.9678887157,,
2023-04-23 00:31:44.396472,78393402,2684283.20025902,,
2023-04-23 00:32:13.497564,78393402,2803095.717315021,,
2023-04-23 00:32:43.942634,78393402,2933449.997124933,,
2023-04-23 00:21:53.216268,78113802,2271185.877934374,,
2023-04-23 00:22:12.315789,78113802,2194792.194480936,,
2023-04-23 00:22:44.014991,78113802,2076352.8383909736,,
2023-04-23 00:23:18.114180,78113802,1962548.948834307,,
2023-04-23 00:23:42.513722,78113802,1891222.9836225337,,
2023-04-23 00:24:13.913204,78113802,1813714.303964906,,
2023-04-23 00:24:40.212879,78113802,1762627.6495698127,,
2023-04-23 00:25:16.012588,78113802,1715541.8261070992,,
2023-04-23 00:25:49.812416,78113802,1696612.1583433996,,
2023-04-23 00:26:14.812453,78113802,1699128.6704982866,,
2023-04-23 00:26:46.112639,78113802,1721996.4563595578,,
2023-04-23 00:27:15.612915,78113802,1762872.225353521,,
2023-04-23 00:27:39.013206,78113802,1807784.8279557298,,
2023-04-23 00:23:55.858007,18889801,1615195.7608925074,,
2023-04-23 00:24:09.254024,18889801,1588298.5519927598,,
2023-04-23 00:26:02.140622,18889801,1536233.5470956254,,
2023-04-23 00:27:19.788186,18889801,1683127.859029566,,
2023-04-23 00:27:33.507645,18889801,1722174.7014130747,,
2023-04-23 00:28:13.434032,18889801,1853897.6847392595,,
2023-04-23 00:28:57.822737,18889801,2026565.720445517,,
2023-04-23 00:29:16.876973,18889801,2107512.091139162,,
2023-04-23 00:29:35.591551,18889801,2190352.182587209,,
2023-04-23 00:30:22.734404,18889801,2411226.2819300457,,
2023-04-23 00:31:14.522735,18889801,2669448.956941973,,
2023-04-23 02:18:26.075069,18889801,2829847.283441163,,
2023-04-23 02:18:49.593751,18889801,2764898.5434182584,,
2023-04-23 02:19:15.599829,18889801,2700508.4036844214,,
2023-04-23 02:19:43.404096,18889801,2640953.1079077614,,
2023-04-23 17:12:57.550458,88341001,2695449.0225211177,,
2023-04-23 17:13:17.000686,88341001,2594497.380738461,,
2023-04-23 17:13:44.213379,88341001,2456029.1570450137,,
2023-04-23 17:14:14.309527,88341001,2307385.2351908167,,
2023-04-23 17:14:54.003960,88341001,2120374.3149569007,,
2023-04-23 17:15:21.053912,88341001,2000287.7073854094,,
2023-04-23 17:15:47.517135,88341001,1889926.2794621442,,
2023-04-23 17:16:09.747645,88341001,1803662.5948683133,,
2023-04-23 17:16:46.907142,88341001,1675302.867408542,,
2023-04-23 17:17:10.755187,88341001,1605287.2053927418,,
2023-04-23 17:17:50.400130,88341001,1514542.26435819,,
2023-04-23 17:18:14.556394,88341001,1477124.908654526,,
2023-04-23 17:18:39.342242,88341001,1454223.2405494442,,
2023-04-23 17:20:46.744140,88341001,1591342.86330989,,
2023-04-23 17:21:22.231286,88341001,1695709.1792628092,,
2023-04-23 17:21:43.909905,88341001,1770126.718522405,,
2023-04-23 17:22:15.032951,88341001,1888782.7783914628,,
2023-04-23 17:22:36.815261,88341001,1978881.3451516135,,
2023-04-23 17:19:27.710724,78272201,1457054.070706506,,
2023-04-23 17:20:24.244266,78272201,1538133.0656862687,,
2023-04-23 17:34:05.825735,18900901,2343585.668252495,,
2023-04-23 17:34:50.655622,18900901,2253201.433156418,,
2023-04-23 17:35:06.485858,18900901,2228335.0228640493,,
2023-04-23 17:35:51.495864,18900901,2179338.81768108,,
2023-04-23 17:36:18.278216,18900901,2166099.4628956784,,
2023-04-23 17:36:45.160518,18900901,2165077.457215488,,
2023-04-23 19:32:54.324173,18900901,1779008.0005388048,,
2023-04-23 19:33:05.076196,18900901,1741105.602972635,,
2023-04-23 19:33:50.352009,18900901,1602602.2845247812,,
2023-04-23 19:34:11.799585,18900901,1550739.5047800867,,
2023-04-23 19:35:57.217105,18900901,1457725.4959384901,,
2023-04-23 19:36:11.189464,18900901,1467425.993973442,,
2023-04-24 01:15:49.965861,18889801,2204543.294334977,,
2023-04-24 01:16:23.460698,18889801,2112345.8189690183,,
2023-04-24 01:16:37.236198,18889801,2079408.375736486,,
2023-04-24 01:17:24.000743,18889801,1991724.8565237084,,
2023-04-24 01:17:35.515379,18889801,1976259.3216407183,,
2023-04-24 22:15:26.246419,88341001,2783290.291775814,,
2023-04-24 22:15:44.883957,88341001,2788898.547211366,,
